,id,neighborhood_overview,notes,transit,access,host_since,host_about,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,availability,zipcode_median_price,relative_zipcode_price,amenities_,amenities_Smoke_Detector,amenities_Fire_Extinguisher,amenities_TV,amenities_Shampoo,amenities_Cat(s),amenities_Pets_live_on_this_property,amenities_Free_Parking_on_Street,amenities_Gym,amenities_Wireless_Internet,amenities_Safety_Card,amenities_Indoor_Fireplace,amenities_Cable_TV,amenities_Hangers,amenities_Wheelchair_Accessible,amenities_Laptop_Friendly_Workspace,amenities_Iron,amenities_Elevator_in_Building,amenities_Dryer,amenities_First_Aid_Kit,amenities_Other_pet(s),amenities_Free_Parking_on_Premises,amenities_Dog(s),amenities_Carbon_Monoxide_Detector,amenities_Essentials,amenities_Kitchen,amenities_Breakfast,amenities_Hot_Tub,amenities_Pool,amenities_Washer_/_Dryer,amenities_Family/Kid_Friendly,amenities_Smoking_Allowed,amenities_Pets_Allowed,amenities_24-Hour_Check-in,amenities_Buzzer/Wireless_Intercom,amenities_translation_missing:_en.hosting_amenity_49,amenities_Lock_on_Bedroom_Door,amenities_Washer,amenities_Hair_Dryer,amenities_Doorman,amenities_Heating,amenities_Internet,amenities_Air_Conditioning,amenities_translation_missing:_en.hosting_amenity_50,amenities_Paid_Parking_Off_Premises,amenities_Suitable_for_Events,house_rules_LONG,house_rules_MEDIUM,house_rules_SHORT,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_response_rate_HIGH,host_response_rate_LOW,host_response_rate_MEDIUM,host_acceptance_rate_HIGH,host_acceptance_rate_LOW,host_acceptance_rate_MEDIUM,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,calendar_updated_more than a month ago,calendar_updated_today,calendar_updated_yesterday,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30
677,9750460,True,False,True,True,1413,True,False,1,True,True,True,4,1.0,2.0,2.0,300.0,0.0,50.0,1,0.0,1,1125,9,81.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,2.13,0.038356164383561646,175.0,1.7142857142857142,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
678,2043261,True,True,True,True,1076,True,False,7,True,False,True,3,1.0,1.0,2.0,135.0,0.0,85.0,1,0.0,1,1125,15,113.0,75.0,8.0,8.0,9.0,9.0,10.0,7.0,False,False,False,7,0.53,0.6794520547945205,240.0,0.5625,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
679,815639,True,True,True,True,1518,True,False,13,True,True,True,2,1.0,1.0,1.0,125.0,0.0,45.0,1,0.0,1,90,281,72.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,True,False,False,6,7.08,0.8547945205479452,175.0,0.7142857142857143,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
680,6089865,True,False,True,True,1518,True,False,13,True,True,True,2,1.0,1.0,1.0,125.0,0.0,45.0,1,0.0,1,999,120,73.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,True,False,False,6,7.26,0.810958904109589,175.0,0.7142857142857143,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
681,2633478,False,True,True,False,2572,True,False,16,True,True,True,4,1.0,2.0,3.0,212.0,0.0,166.0,2,37.0,2,1125,12,394.0,90.0,9.0,9.0,9.0,10.0,10.0,9.0,False,False,False,5,0.41,0.9808219178082191,249.0,0.8514056224899599,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
682,7450348,False,False,False,False,486,False,False,1,False,False,True,2,1.0,2.0,2.0,200.0,0.0,0.0,1,0.0,1,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,1,0.0,0.0,175.0,1.1428571428571428,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
683,9841140,True,False,True,True,564,True,False,37,True,False,True,6,1.5,2.0,3.0,425.0,0.0,140.0,4,35.0,3,1125,7,99.0,97.0,10.0,10.0,9.0,10.0,10.0,10.0,False,False,False,20,0.8,0.536986301369863,175.0,2.4285714285714284,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
684,13298108,False,False,True,True,968,False,False,1,True,False,True,2,1.0,1.0,1.0,180.0,0.0,0.0,1,0.0,3,1125,3,73.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,False,False,False,1,3.0,0.6684931506849315,175.0,1.0285714285714285,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
685,4924910,True,True,True,True,699,True,False,3,True,False,False,2,1.0,1.0,1.0,165.0,100.0,0.0,2,0.0,1,30,111,88.0,87.0,9.0,8.0,9.0,9.0,10.0,9.0,False,False,False,2,5.78,0.8712328767123287,175.0,0.9428571428571428,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
686,13642397,False,True,False,False,149,False,False,1,True,False,True,2,1.0,1.0,1.0,120.0,250.0,50.0,1,0.0,3,7,4,102.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,2.07,0.0,175.0,0.6857142857142857,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
687,14624254,True,False,True,False,2202,False,False,1,True,False,True,3,1.0,2.0,2.0,250.0,0.0,50.0,1,0.0,2,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,True,False,False,1,0.0,0.0273972602739726,175.0,1.4285714285714286,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
688,4580825,True,False,True,True,1336,True,False,11,True,False,True,4,2.0,2.0,2.0,129.0,300.0,95.0,1,0.0,1,365,51,83.0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,True,False,False,10,2.89,0.0273972602739726,175.0,0.7371428571428571,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
689,10836881,False,False,False,False,326,False,False,1,True,False,True,2,1.0,1.0,1.0,80.0,0.0,0.0,1,50.0,1,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,1,0.0,0.9726027397260274,175.0,0.45714285714285713,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
690,9610609,False,True,True,True,360,False,False,1,True,True,True,5,1.0,2.0,2.0,160.0,300.0,75.0,2,25.0,20,365,3,230.0,80.0,7.0,7.0,10.0,10.0,10.0,6.0,True,False,False,1,0.49,0.9260273972602739,240.0,0.6666666666666666,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
691,3006311,True,True,True,True,1328,True,False,2,True,True,True,2,1.0,1.0,1.0,145.0,300.0,25.0,4,0.0,2,1125,7,100.0,94.0,10.0,10.0,9.0,10.0,10.0,10.0,False,False,False,2,0.26,0.0,175.0,0.8285714285714286,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
692,13414367,False,False,False,False,1874,True,False,1,True,True,True,3,1.0,1.0,1.0,131.0,200.0,25.0,1,0.0,1,20,5,123.0,92.0,10.0,10.0,9.0,10.0,10.0,10.0,False,False,False,1,2.11,0.010958904109589041,175.0,0.7485714285714286,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
693,8036024,True,True,True,True,451,True,False,2,True,True,True,3,1.0,1.0,2.0,150.0,500.0,80.0,2,15.0,1,1125,84,88.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,False,False,False,2,6.9,0.18904109589041096,196.0,0.7653061224489796,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
694,24240,False,True,False,False,2431,True,False,1,True,False,True,6,2.0,2.0,2.0,250.0,0.0,0.0,2,50.0,1,30,37,93.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,0.52,0.6876712328767123,240.0,1.0416666666666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
695,12425501,True,True,True,True,799,True,False,30,True,True,False,9,1.0,3.0,4.0,200.0,99.0,60.0,5,50.0,1,1125,15,92.0,87.0,8.0,9.0,10.0,9.0,10.0,9.0,False,False,False,24,5.17,0.8712328767123287,175.0,1.1428571428571428,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
696,6939759,True,False,True,True,667,False,False,1,True,False,True,4,1.0,2.0,2.0,200.0,0.0,0.0,1,0.0,2,1125,3,130.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,0.89,0.0,240.0,0.8333333333333334,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
697,3129309,True,True,True,True,1518,True,False,13,True,True,True,2,1.0,1.0,1.0,125.0,0.0,45.0,1,0.0,1,99999999,171,80.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,True,False,False,6,6.23,0.8493150684931506,175.0,0.7142857142857143,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
698,4350995,True,False,True,True,771,True,False,1,True,True,True,2,1.0,1.0,1.0,250.0,0.0,0.0,1,0.0,2,1125,8,508.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,0.35,0.6794520547945205,175.0,1.4285714285714286,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
699,6971836,True,False,True,True,513,True,False,1,True,True,True,3,1.0,1.0,1.0,250.0,0.0,85.0,2,50.0,2,1125,10,356.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,False,False,False,1,0.69,0.0,240.0,1.0416666666666667,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
700,1220971,True,True,True,False,1336,True,False,11,True,False,True,5,1.0,1.0,4.0,109.0,300.0,85.0,3,25.0,1,365,43,81.0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,True,False,False,10,1.33,0.7835616438356164,240.0,0.45416666666666666,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
701,3664031,True,True,True,True,1698,True,True,5,True,True,True,4,1.0,2.0,2.0,180.0,150.0,80.0,4,25.0,4,33,42,227.0,93.0,9.0,9.0,9.0,10.0,10.0,9.0,False,False,False,5,1.72,0.20273972602739726,240.0,0.75,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
702,14215317,True,True,False,False,799,True,False,30,True,True,True,6,1.0,2.0,3.0,245.0,99.0,65.0,4,40.0,1,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,24,0.0,0.947945205479452,175.0,1.4,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
703,4089940,True,True,True,True,807,True,False,15,True,True,True,2,1.0,1.0,1.0,249.0,0.0,0.0,1,0.0,4,1125,31,130.0,92.0,10.0,10.0,9.0,9.0,10.0,9.0,False,False,False,10,1.32,0.15616438356164383,240.0,1.0375,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
704,1615033,True,True,True,True,1518,True,False,13,True,True,True,2,1.0,1.0,1.0,135.0,0.0,45.0,1,0.0,1,1000,236,77.0,87.0,9.0,8.0,10.0,10.0,10.0,9.0,True,False,False,6,6.45,0.863013698630137,175.0,0.7714285714285715,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
705,11624428,True,False,True,True,258,False,False,1,True,False,True,4,1.0,1.0,4.0,300.0,0.0,85.0,4,200.0,3,6,6,157.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.04,0.0,240.0,1.25,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
706,9331460,False,True,True,True,1489,True,False,1,True,True,True,2,1.0,1.0,1.0,103.0,0.0,0.0,2,15.0,2,1125,2,340.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,0.22,0.0,240.0,0.42916666666666664,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
707,9117009,True,True,True,True,1265,True,False,2,True,True,True,2,1.0,1.0,1.0,120.0,0.0,25.0,1,0.0,2,1125,27,72.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,2.63,0.8301369863013699,175.0,0.6857142857142857,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
708,14572511,True,False,True,True,522,True,False,3,True,False,True,4,1.0,1.0,2.0,250.0,150.0,100.0,2,10.0,4,1125,1,72.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,True,False,False,3,1.0,0.049315068493150684,175.0,1.4285714285714286,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
709,220676,True,True,True,True,1894,True,True,1,True,True,True,5,1.0,1.0,1.0,69.0,300.0,60.0,2,50.0,3,1825,160,97.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,False,False,True,1,2.66,0.6821917808219178,175.0,0.3942857142857143,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
710,891661,True,True,True,True,1400,True,False,1,True,True,True,4,1.0,1.0,2.0,125.0,200.0,50.0,2,10.0,2,30,190,91.0,91.0,10.0,9.0,10.0,9.0,10.0,9.0,False,False,True,1,4.49,0.5780821917808219,240.0,0.5208333333333334,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
